Asset_Number,start,stop,event,Category,usage,temperature,load,health_bar
100080,0,14,0,Security,89.2428556042722,21.072078484200983,18.921408433495845,75.92607893408393
100080,14,17,1,Security,18.02831112462092,52.44980973781315,30.83761652092455,46.889083909080455
100080,17,19,1,Security,56.00227854609152,75.49719118421541,14.388190541816614,46.31237121917104
100080,19,21,0,Security,13.71914611029399,12.130803251857625,54.86103020902612,100.0
100080,21,25,0,Security,34.9968268684551,10.222959648783458,68.653679729375,43.616789149123214
100080,25,30,1,Security,96.70165984865784,98.05904028253184,76.65512061031606,61.915530857840736
100080,30,32,0,Security,39.27894784853741,84.28586624550157,92.40337672195842,31.958016590193825
100080,32,37,0,Security,61.87111355520667,78.784925792545,72.52726421708856,49.02801858076246
100080,37,39,0,Security,4.9245933704722304,76.55381776839204,81.38542603538893,37.63845914737787
100080,39,48,1,Security,79.64699987183394,95.16465332742298,73.00417951011883,35.86268961585931
100080,48,51,0,Security,42.84404420021989,41.63467545918754,35.472519238471946,66.40501633752159
100080,51,60,0,Security,27.163002777925183,26.036031325055443,47.47635377442928,40.62573367232247
100080,60,67,1,Security,2.183085086254466,3.3679858319973777,17.83961349769223,45.02481281571603
100080,67,74,1,Security,57.35528837415872,87.83763865547272,15.456642892291985,49.69466438674338
100080,74,75,1,Security,6.674606259553306,96.34166259563494,22.212840820014318,60.972963445191866
100080,75,80,1,Security,25.958289648117127,91.43819960423431,66.24584107247283,29.241036710857067
100080,80,82,0,Security,91.20661388680897,77.29886622349011,99.72792091644811,44.80246627632458
100080,82,83,1,Security,97.60195038369996,21.276703027868937,60.327186380739306,39.3208758794776
100080,83,84,0,Security,42.21076129025361,80.33905410456669,33.172072327875725,82.34388412314325
100080,84,85,0,Security,79.89729214917331,37.62139896201769,54.26064685706331,43.37609702402212
100080,85,87,1,Security,13.02713615095602,14.124326809139331,46.607104798334575,100.0
100080,87,90,1,Security,15.551772598468306,69.77938512917302,10.003649691920568,93.35861045761736
100080,90,91,1,Security,71.00798312404736,81.39144793019773,13.089089818884714,55.1124570409589
100080,91,99,1,Security,82.52529186087166,66.18300117071317,99.7047496999655,67.39480795501228
100080,99,101,1,Security,17.55902004622317,69.60200793518435,55.33871627310815,7.007563507577032
100080,101,108,0,Security,19.678634217383877,94.92687463216336,41.40751353352751,37.37931652061377
100080,108,116,1,Security,13.985702136969223,91.44248470774052,87.81167015768021,36.53787409246336
100080,116,124,1,Security,74.86151312430725,91.2648566523046,23.39033803983058,75.3146858334167
100080,124,126,0,Security,64.7443154613855,36.0940055200384,20.82248642971241,9.204124961064643
100080,126,128,0,Security,64.36541899076481,54.21100864878026,15.021899045143972,58.36418678657502
100080,128,138,1,Security,79.4114575069183,84.84437665859558,82.0005829995861,64.07688351867186
100080,138,148,0,Security,85.73868902577792,27.14432384785208,53.49882377378279,66.31734709909136
100080,148,152,1,Security,35.3616428009216,28.32228393686109,35.9902532163424,67.83732067065367
100080,152,153,1,Security,95.49267713646012,95.13759431051176,26.296345006583444,32.6772321142824
100080,153,157,1,Security,62.66999202921853,2.762889101016408,18.84180106941108,80.60242414371719
100080,157,167,1,Security,93.1874395986721,56.049751659889246,7.306851582559204,24.86311536128301
100080,167,168,0,Security,66.05311356798731,37.67290490120661,96.95308208242132,41.214288817631896
100080,168,170,0,Security,93.23360405138926,80.91715708457987,48.84732792409884,100.0
100080,170,177,1,Security,35.10400694888648,26.818519082293268,18.00336088835476,48.35669605859825
100080,177,179,0,Security,95.77170056616625,83.54346116613645,38.74279908681597,25.416480415092018
100080,179,199,0,Security,90.22900163239434,35.28916545322409,45.4683535116855,37.00388049952415
100080,199,205,0,Security,81.47157211250683,6.948195343355657,79.8805254801689,49.77100898893345
100080,205,209,1,Security,12.06395487561267,44.440453857376085,69.3341749565941,13.39536715806021
100080,209,217,0,Security,11.007737082114865,45.19243683045799,32.23580022876703,47.96172493787351
100080,217,218,1,Security,14.871791757868946,62.68272961138474,15.38756984855354,13.644365716535916
100080,218,231,0,Security,15.951273258890108,59.87356367531418,41.97406722550715,45.493708539450026
100080,231,236,1,Security,86.5894895087679,91.81682838115496,55.234280485949824,85.01058419738268
100080,236,249,1,Security,93.8435526462348,46.312616833586105,0.7264147714116098,51.03149115920464
100080,249,252,0,Security,62.68347856511895,16.007120388179896,70.46355766182033,88.10479986072951
100080,252,255,1,Security,1.3296877441425825,5.178090354857745,79.17426764245357,53.78104041015607
100080,255,256,0,Security,92.64213457937124,93.56478435463592,62.32170801768285,93.38310940711835
100080,256,258,0,Security,15.000914758012108,45.51975145477536,65.52444157249599,19.92943832636964
100080,258,260,1,Security,73.6347007068695,44.08798464332838,25.882998597788408,58.09534357714601
100080,260,263,1,Security,7.699043619365565,36.90236297432836,28.56119157795304,55.15630435497907
100080,263,272,1,Security,36.972481217060746,93.34590964659954,84.59287888599728,40.409917994501455
100080,272,273,1,Security,84.98969280826113,90.76697501230372,89.83258235244139,24.515399696670688
100080,273,280,0,Security,83.51584159358998,72.36518430718804,62.06714959194021,54.87508535472891
100080,280,281,0,Security,1.0726196912736683,48.63777885739557,76.86689403481326,26.56839365964475
100080,281,283,1,Security,85.83297071654069,49.44090327484717,55.47906945285447,35.45628343447883
100080,283,287,0,Security,54.2819239442136,71.66419653253521,36.98979842774257,57.032142574823695
100080,287,288,0,Security,0.7103501205382279,50.00607734410024,70.32538412694642,73.07726041686769
100080,288,289,1,Security,0.1041373507709497,85.8621358648602,78.1364923860599,25.856287309792453
100080,289,291,1,Security,3.987962906937037,10.197456321922935,77.5631072315273,63.75998145119118
100080,291,292,0,Security,64.17858053902808,80.40385043435091,60.39872029647447,0.0
100080,292,303,1,Security,96.91035305228536,55.67362951288597,1.754252501311837,51.10315007941428
100080,303,309,0,Security,53.93043168174454,44.39549877777177,93.41600483442105,51.34939155587544
100080,309,312,0,Security,16.77074843132418,89.95427444341809,95.68208964647546,42.51195649841766
100080,312,315,1,Security,3.25485245837287,63.16881967142673,3.422081351661199,59.51097957446272
100080,315,316,0,Security,9.915954076414137,34.95770898619689,38.29126938258318,73.61985022759265
100080,316,321,1,Security,33.451393681777475,56.60139509233515,74.21795103828461,63.94985617797536
100080,321,322,1,Security,63.485246270899154,49.96854340333818,62.43287350935426,29.2331595962548
100080,322,323,1,Security,20.54139592573243,79.1363510482881,19.700586323397552,30.05357085592229
100080,323,325,0,Security,43.90267732945367,90.8208402014396,68.60995365334509,35.63266120971573
100080,325,326,0,Security,76.79662669854879,52.96611893061527,16.43014201115458,95.6904139753304
